timestamp,packet_in_count,flow_table_usage,active_switches,cpu_utilization,memory_utilization,protocol_type,load_label,latency
2026-02-08 18:12:45.651588,1077.0,50.83314289955281,39,75.05649541195143,41.87587212666927,1,1,29.01767541724009
2026-02-08 18:12:50.651588,1087.0,59.74854170183457,44,71.48221193425063,45.39564471458642,0,2,130.34942955355757
2026-02-08 18:12:55.651588,1024.0,58.23871887317746,18,63.42563214002988,42.42735916904658,0,2,154.13711239533248
2026-02-08 18:13:00.651588,1065.0,43.749931241126596,34,80.89878153968185,40.400794895234064,1,2,107.10628340068413
2026-02-08 18:13:05.651588,1131.0,56.4348487408281,31,71.78769643233205,44.43529306653904,0,2,107.30696074558409
2026-02-08 18:13:10.651588,3777.0,100.0,47,100.0,95.0,1,2,201.24045776827828
2026-02-08 18:13:15.651588,3453.0,100.0,30,100.0,95.0,0,1,100.58866797577696
2026-02-08 18:13:20.651588,1022.0,45.46172199801547,8,66.77252918350071,39.556963417695066,1,1,28.119848084555386
2026-02-08 18:13:25.651588,1150.0,59.953530300758175,6,70.85798204313978,43.33355035797399,0,1,28.630759783185276
2026-02-08 18:13:30.651588,1084.0,61.00358167388636,49,74.62692478185411,45.17472883804908,2,1,31.74661703387955
2026-02-08 18:13:35.651588,1096.0,56.43783684775593,15,75.01155587670351,42.74541054942711,2,1,30.981529991413495
2026-02-08 18:13:40.651588,1016.0,55.492110081913324,19,63.390639299310855,39.13636711255054,0,1,25.80456540178281
2026-02-08 18:13:45.651588,1131.0,55.44704471559901,49,69.72708814719049,48.7656580563571,1,2,105.97815237357419
2026-02-08 18:13:50.651588,1135.0,56.21039728126988,28,70.96244831554206,44.770315173500244,1,2,178.1734928625176
2026-02-08 18:13:55.651588,3549.0,100.0,48,100.0,95.0,0,2,222.96777907248548
2026-02-08 18:14:00.651588,3216.0,100.0,27,100.0,95.0,0,2,184.7151746131201
2026-02-08 18:14:05.651588,1044.0,47.194973668431416,45,70.74034366918366,42.383265804034025,1,2,119.12487748071523
2026-02-08 18:14:10.651588,1253.0,58.95159977126097,16,81.4848178760521,52.65567269507034,1,2,114.76243511844851
2026-02-08 18:14:15.651588,1229.0,53.569518867122284,47,84.91770405467285,47.74207714368752,1,2,100.62569351686412
2026-02-08 18:14:20.651588,1137.0,55.77892125148072,43,75.51326439428568,44.032550674280536,1,2,113.1253085560983
2026-02-08 18:14:25.651588,1194.0,63.306393428668116,40,80.13385108509128,46.48077661923786,0,2,140.94031388623193
2026-02-08 18:14:30.651588,1165.0,64.29705653150444,20,82.17893477380277,46.540851153490664,0,1,35.50146293846653
2026-02-08 18:14:35.651588,1076.0,56.25737178895913,27,77.59044597859813,44.72538172902489,0,2,151.3020403953246
2026-02-08 18:14:40.651588,1156.0,55.956275539701345,6,61.42290645891797,44.01439567241167,2,2,167.1763424705709
2026-02-08 18:14:45.651588,1104.0,51.38456108959629,18,80.5361036757124,43.76815379211069,0,1,31.974115402410398
2026-02-08 18:14:50.651588,2600.0,53.042148352236836,20,99.9,41.46168648205424,1,2,98.61698590248852
2026-02-08 18:14:55.651588,1074.0,55.72779363709002,33,65.52247667519774,43.233266068441345,0,2,128.64981325707464
2026-02-08 18:15:00.651588,1088.0,53.55829025302769,34,78.40366936750507,44.135931034752346,0,2,124.44710360647778
2026-02-08 18:15:05.651588,3390.0,100.0,26,100.0,95.0,0,2,153.39450142949147
2026-02-08 18:15:10.651588,3480.0,100.0,30,100.0,95.0,0,2,174.11759307218142
2026-02-08 18:15:15.651588,3639.0,100.0,34,100.0,95.0,0,2,183.3809107906283
2026-02-08 18:15:20.651588,3447.0,100.0,17,100.0,95.0,0,1,99.42822374047117
2026-02-08 18:15:25.651588,1179.0,56.441874148534716,15,73.38979272005875,46.95364688588853,0,1,31.291170235842117
2026-02-08 18:15:30.651588,968.0,42.38774614532751,10,60.51376089834628,41.532225694086684,0,1,24.757134385054407
2026-02-08 18:15:35.651588,1165.0,57.72653989784933,29,74.18917278642083,45.904977379355024,0,1,30.880791997403804
2026-02-08 18:15:40.651588,1042.0,59.47540876409252,15,77.19476331921126,42.700791058209624,0,1,30.228237633216523
2026-02-08 18:15:45.651588,1180.0,60.40948797328325,13,75.06434243362014,50.93699266510933,1,1,30.519894564959223
2026-02-08 18:15:50.651588,1170.0,47.159716151220216,47,73.23049977822171,45.9511842282113,2,1,30.32336877073858
2026-02-08 18:15:55.651588,2760.0,57.961626306897664,27,99.9,48.426183798419714,2,2,149.44294755186957
2026-02-08 18:16:00.651588,1207.0,60.41642315381486,41,67.87925688864023,43.461300519941005,0,1,29.21875375769247
2026-02-08 18:16:05.651588,1196.0,59.138200771945186,19,79.79981476452566,48.18377478132755,1,1,33.126747199418595
2026-02-08 18:16:10.651588,1028.0,57.069473537712994,15,68.7003192013529,38.78632779164689,0,1,28.170770733537353
2026-02-08 18:16:15.651588,999.0,48.80607066535037,32,64.48538042060922,40.19479682914696,2,1,26.467753997087826
2026-02-08 18:16:20.651588,1110.0,60.559847350348285,15,75.54874870929642,39.747484772536495,1,2,155.76760657889318
2026-02-08 18:16:25.651588,1083.0,56.788956643785205,7,73.92739407274536,46.767141447256556,0,2,94.24264440826994
2026-02-08 18:16:30.651588,1167.0,65.29565890030429,5,81.41466967850872,46.207745009805485,0,2,164.01190414391564
2026-02-08 18:16:35.651588,1280.0,68.0801807050382,19,95.83779042960381,48.950644144154595,1,2,140.4388048581276
2026-02-08 18:16:40.651588,3597.0,100.0,10,100.0,95.0,0,2,229.55313747561195
2026-02-08 18:16:45.651588,3531.0,100.0,26,100.0,95.0,0,1,101.11737371481527
2026-02-08 18:16:50.651588,1246.0,62.10229029666824,45,79.09094335810681,45.70740719630668,0,1,36.087604750290005
2026-02-08 18:16:55.651588,2817.5,54.95263124193412,14,99.9,43.056276323666346,1,2,156.32801462316758
2026-02-08 18:17:00.651588,2550.0,49.97863067939942,39,99.9,41.622323973947935,1,2,76.82102292496332
2026-02-08 18:17:05.651588,977.0,50.559072347643344,41,66.0454933567496,38.78149776531871,1,1,25.087792523968066
2026-02-08 18:17:10.651588,1054.0,55.21718154644921,28,72.19553027603125,41.77137897542183,1,2,125.34970868023292
2026-02-08 18:17:15.651588,1100.0,55.49331713060558,6,67.38519842905713,43.01024885090825,0,2,172.877555202179
2026-02-08 18:17:20.651588,3237.0,100.0,19,100.0,95.0,1,2,223.30140894020874
2026-02-08 18:17:25.651588,9360.0,100.0,8,99.9,95.0,2,2,209.7212910551635
2026-02-08 18:17:30.651588,3402.0,100.0,48,100.0,95.0,0,2,175.2118125105473
2026-02-08 18:17:35.651588,1117.0,51.54796812388557,31,73.75082881748837,46.41090075964935,1,2,169.71821974424324
2026-02-08 18:17:40.651588,1271.0,68.26957888810404,20,84.2416661160508,53.983707633324435,1,2,102.8118549933405
2026-02-08 18:17:45.651588,1220.0,59.91431073293222,48,79.56047994156876,48.13030764801836,0,2,136.55652234653547
2026-02-08 18:17:50.651588,1226.0,54.19562323365562,38,89.57827020866958,51.9455805140447,0,2,129.61695728654217
2026-02-08 18:17:55.651588,1017.0,49.23196171103401,45,65.30977020889397,43.20539688124736,1,2,129.3265977443675
2026-02-08 18:18:00.651588,1297.0,66.59281489251823,48,93.7066411918866,51.676398707957155,1,2,175.25636016113054
2026-02-08 18:18:05.651588,1162.0,61.93514726770873,40,77.61937585305357,47.73569765809023,0,2,152.87623677268328
2026-02-08 18:18:10.651588,1193.0,63.7095154322454,34,83.94634851949404,44.650891909775645,0,2,149.02815174916242
2026-02-08 18:18:15.651588,1226.0,62.85849284417436,27,79.86020186188071,47.73573623512046,1,2,126.2084487007165
2026-02-08 18:18:20.651588,3735.0,100.0,46,100.0,95.0,0,2,214.9029242725259
2026-02-08 18:18:25.651588,3363.0,100.0,46,100.0,95.0,0,1,98.77299972308569
2026-02-08 18:18:30.651588,1205.0,60.79901331934848,31,74.84587595717097,51.00546728435979,0,1,31.554346946185152
2026-02-08 18:18:35.651588,1085.0,62.37510198626931,10,76.46368357621661,43.39927589759421,1,1,30.584199771360765
2026-02-08 18:18:40.651588,1175.0,47.97798093317669,30,73.05424872127318,46.40418391662728,2,1,32.30063211271088
2026-02-08 18:18:45.651588,1137.0,55.30769938854254,5,78.2597469016491,46.17565754621877,0,1,32.662708465295445
2026-02-08 18:18:50.651588,1180.0,59.9020764644045,9,76.74098829655618,50.15309756451364,1,2,122.991704645844
2026-02-08 18:18:55.651588,1101.0,52.14712161380872,10,67.69361294753882,43.24744338925539,0,2,173.96419770549284
2026-02-08 18:19:00.651588,1267.0,57.5899726065138,46,87.10871734751807,50.28991630915931,0,1,39.950021498413
2026-02-08 18:19:05.651588,2810.0,51.496877904885864,25,99.9,49.77542484713009,1,2,173.02729003636676
2026-02-08 18:19:10.651588,1114.0,62.73263909350568,30,72.73570038747785,45.55816766674786,1,2,169.71800586192512
2026-02-08 18:19:15.651588,1084.0,58.91582177215814,32,80.82888723057195,40.53955229801587,1,2,125.14948741217724
2026-02-08 18:19:20.651588,1079.0,53.1700331652194,33,66.21161456302355,45.228332639265986,0,2,114.79467349846914
2026-02-08 18:19:25.651588,1224.0,60.24349491967184,9,81.92792650606127,48.609356257682045,0,2,111.4283996656448
2026-02-08 18:19:30.651588,1116.0,60.65471555248843,16,80.26625708279227,44.98508703875319,0,2,92.58501255530908
2026-02-08 18:19:35.651588,1213.0,65.27932502470799,29,83.24368484102436,49.418782204726675,1,2,176.26991237064146
2026-02-08 18:19:40.651588,1337.0,62.11186343824469,37,86.8325991311726,53.61279083593387,0,2,102.625978926687
2026-02-08 18:19:45.651588,3408.0,100.0,18,100.0,95.0,1,2,173.32527012493304
2026-02-08 18:19:50.651588,3441.0,100.0,46,100.0,95.0,2,2,154.2556308127949
2026-02-08 18:19:55.651588,3414.0,100.0,42,100.0,95.0,0,1,99.59158222662955
2026-02-08 18:20:00.651588,1209.0,62.097856931584936,37,78.96712227136175,49.666917502271794,0,2,151.92000684900574
2026-02-08 18:20:05.651588,1171.0,58.13244329599227,26,78.29353216661308,47.99639933643904,0,2,94.15693798587293
2026-02-08 18:20:10.651588,1196.0,66.07142204977576,49,85.37381189528458,52.802746651409755,0,2,151.3443710255635
2026-02-08 18:20:15.651588,1258.0,54.91226247555729,45,88.78687884587372,50.26791701559993,2,2,152.0152769179378
2026-02-08 18:20:20.651588,3348.0,100.0,25,100.0,95.0,0,2,245.9798602924061
2026-02-08 18:20:25.651588,3681.0,100.0,7,100.0,95.0,2,2,201.2135196428847
2026-02-08 18:20:30.651588,8925.0,100.0,11,99.9,95.0,0,2,229.3808276378503
2026-02-08 18:20:35.651588,1221.0,56.647628690348576,32,81.04032434677818,53.0696597097529,1,1,36.31435081572362
2026-02-08 18:20:40.651588,1053.0,49.861069758747675,13,71.60239194100474,41.85156571845689,0,2,87.33666658944733
2026-02-08 18:20:45.651588,1164.0,56.24108961757533,25,69.48148607903926,46.23497238293087,0,2,150.50734320392237
2026-02-08 18:20:50.651588,1373.0,67.59502809204643,19,95.54695737125053,53.7540851256312,0,2,118.31982235722803
2026-02-08 18:20:55.651588,3606.0,100.0,9,100.0,95.0,0,2,169.9731588182534
2026-02-08 18:21:00.651588,3474.0,100.0,38,100.0,95.0,0,2,224.94396130985933
2026-02-08 18:21:05.651588,1080.0,57.06031345160742,30,71.09308016881317,46.2219269634994,0,2,177.22666203576193
2026-02-08 18:21:10.651588,1295.0,69.68942241423518,14,83.23972899482833,50.0553006508249,0,1,37.66500808770231
2026-02-08 18:21:15.651588,1129.0,54.22972734932,36,72.7161676200483,45.82811921648507,1,2,84.45055860711244
2026-02-08 18:21:20.651588,1090.0,58.14924484012184,8,75.75237513989586,44.206160092659104,0,2,140.49385971038635
2026-02-08 18:21:25.651588,1231.0,66.92809986062622,23,94.73468904769635,49.68383176233713,0,2,197.63001242761322
2026-02-08 18:21:30.651588,1219.0,60.01725980708127,13,83.63650146598583,49.95206701806096,0,2,90.0749162136477
2026-02-08 18:21:35.651588,1144.0,61.1599748472711,47,84.38517700226026,47.60296299263463,0,1,36.98452612441865
2026-02-08 18:21:40.651588,1093.0,61.55242439106194,25,66.79596043957098,44.83745513272318,0,1,27.71236630153774
2026-02-08 18:21:45.651588,1219.0,58.04507360923295,38,77.31040236281193,47.0047678215192,0,2,97.78389973551283
2026-02-08 18:21:50.651588,1103.0,46.99280549001363,10,74.74970119700255,43.11395916852181,0,2,98.24396334612345
2026-02-08 18:21:55.651588,1277.0,66.32879209917554,46,84.75347848489007,50.228430955708376,0,1,37.87754856693897
2026-02-08 18:22:00.651588,1114.0,61.03532962407598,41,72.79916348710657,43.60962642500542,1,1,30.69507990946906
2026-02-08 18:22:05.651588,1034.0,58.00274381570077,41,64.92414813514331,42.509904519690735,1,2,110.9030511587641
2026-02-08 18:22:10.651588,1227.0,66.25058264551357,17,69.87965196039386,51.05295242144762,0,2,127.02252869627407
2026-02-08 18:22:15.651588,1228.0,65.50578644497702,12,92.71010535323077,47.20389039461641,0,2,143.77913786566333
2026-02-08 18:22:20.651588,3525.0,100.0,45,100.0,95.0,0,2,216.27145907347216
2026-02-08 18:22:25.651588,3780.0,100.0,11,100.0,95.0,2,2,216.77554858284446
2026-02-08 18:22:30.651588,3213.0,100.0,17,100.0,95.0,0,2,148.36147726772032
2026-02-08 18:22:35.651588,1244.0,61.200292933130946,29,75.87397796625548,50.49010633327251,0,2,110.69582777883025
2026-02-08 18:22:40.651588,1324.0,74.19664195446926,7,86.86367945950796,52.75738655100151,2,1,39.67493654484889
2026-02-08 18:22:45.651588,1239.0,58.5217259961719,24,78.54690025710617,50.15093370957807,2,2,161.49201420033972
2026-02-08 18:22:50.651588,1157.0,57.22360367331674,9,75.31538285449568,45.38233230396795,1,2,139.6931030246437
2026-02-08 18:22:55.651588,3275.0,63.00949803284034,24,99.9,49.386473032009775,1,2,128.76481520900535
2026-02-08 18:23:00.651588,1193.0,64.86925624419537,29,82.97581808537855,46.82647615816537,0,2,177.8935683372373
2026-02-08 18:23:05.651588,1191.0,63.49610644814442,47,75.87737256682593,50.30217013037624,0,2,174.83134648441583
2026-02-08 18:23:10.651588,1312.0,67.15653251900018,47,91.61744649704472,53.851546611550816,0,2,180.8450737716169
2026-02-08 18:23:15.651588,1206.0,56.06201191038585,48,82.27009241460219,46.84570978471442,1,2,141.99732015232414
2026-02-08 18:23:20.651588,1205.0,57.87899065294586,38,75.58732046746812,50.14046801387953,2,2,139.20025669819387
2026-02-08 18:23:25.651588,1195.0,62.95557085143955,36,83.51310072987978,50.58112375010891,0,2,183.53703645394316
2026-02-08 18:23:30.651588,1235.0,56.186512582341756,19,87.42774343756044,46.4481685895508,0,1,41.71166897483866
2026-02-08 18:23:35.651588,1235.0,65.14921931321292,32,78.81747456268405,48.6615189913386,1,2,142.054217536937
2026-02-08 18:23:40.651588,1241.0,58.16850052468017,20,77.26174610832561,49.53349526166426,1,2,111.21833195804244
2026-02-08 18:23:45.651588,3085.0,54.035955197162586,27,99.9,52.10938014323725,0,2,114.53455125660568
2026-02-08 18:23:50.651588,1141.0,58.73201030701105,30,72.6227477498167,46.53305084648609,1,2,154.26129483316564
2026-02-08 18:23:55.651588,1285.0,55.43195317037754,49,82.15027791010921,50.33471939822883,0,2,120.76107165746836
2026-02-08 18:24:00.651588,1108.0,46.94969937687018,26,72.97179808678845,43.18053169783428,0,2,129.69544445656297
2026-02-08 18:24:05.651588,1201.0,49.85169043199833,46,81.2874968410363,44.295236171620466,1,2,102.26976856080981
2026-02-08 18:24:10.651588,1234.0,60.61140242922749,24,82.72498102211061,49.79514790493877,1,2,186.47168054628773
2026-02-08 18:24:15.651588,3366.0,100.0,37,100.0,95.0,2,2,230.3530322157159
2026-02-08 18:24:20.651588,3795.0,100.0,9,100.0,95.0,0,2,229.69210813262282
2026-02-08 18:24:25.651588,3510.0,100.0,25,100.0,95.0,1,2,234.91531536875033
2026-02-08 18:24:30.651588,1241.0,61.76742315308894,40,79.25147963842981,46.75079805670436,1,2,101.33224718898418
2026-02-08 18:24:35.651588,1309.0,61.5735659649633,5,85.71256248458826,52.606164895953135,1,1,41.08209256545429
2026-02-08 18:24:40.651588,1075.0,50.50825715900286,9,68.59907214111873,41.38124604564293,0,2,159.0683663777099
2026-02-08 18:24:45.651588,2695.0,54.45948829585088,28,99.9,40.50222379023986,0,2,115.60794218909473
2026-02-08 18:24:50.651588,1187.0,62.30149847487536,27,80.30451055334389,49.26777997821645,0,2,183.15115335251008
2026-02-08 18:24:55.651588,3705.0,100.0,29,100.0,95.0,0,2,172.63600237244407
2026-02-08 18:25:00.651588,4110.0,100.0,40,100.0,95.0,1,2,197.09421214518193
2026-02-08 18:25:05.651588,3768.0,100.0,33,100.0,95.0,1,2,255.14739767855758
2026-02-08 18:25:10.651588,1165.0,49.67105967874769,13,66.05351618144525,49.49020502500163,1,2,80.40551243201742
2026-02-08 18:25:15.651588,1285.0,59.74691286930302,9,80.16441597777921,52.50421859414427,0,2,130.9018804209699
2026-02-08 18:25:20.651588,1290.0,70.80683664187761,18,83.13885788818871,53.49306357386728,0,2,186.7629887291537
2026-02-08 18:25:25.651588,3501.0,100.0,26,100.0,95.0,0,2,207.5843366098743
2026-02-08 18:25:30.651588,3678.0,100.0,6,100.0,95.0,1,2,188.29752630544638
2026-02-08 18:25:35.651588,4332.0,100.0,14,100.0,95.0,1,2,195.8880407980168
2026-02-08 18:25:40.651588,3735.0,100.0,16,100.0,95.0,2,2,214.54365497427918
2026-02-08 18:25:45.651588,2942.5,60.54967225088797,25,99.9,49.00825316297867,0,2,110.33288078429557
2026-02-08 18:25:50.651588,1255.0,53.78088673941609,24,81.67802645987314,47.56839257327109,0,2,120.39879123626213
2026-02-08 18:25:55.651588,1177.0,54.73304994099671,5,81.6364877543098,46.52389820605249,2,2,126.11858177331833
2026-02-08 18:26:00.651588,1222.0,69.57314873801104,47,84.31050047971219,52.78545780134626,2,2,126.40598838548348
2026-02-08 18:26:05.651588,1262.0,58.98071466629866,15,82.81065375821643,51.37120860532464,0,2,185.37206466783292
2026-02-08 18:26:10.651588,3384.0,100.0,29,100.0,95.0,1,2,168.53741338534553
2026-02-08 18:26:15.651588,3951.0,100.0,48,100.0,95.0,0,2,245.75328929492267
2026-02-08 18:26:20.651588,9727.5,100.0,13,99.9,95.0,0,2,164.4963873378809
2026-02-08 18:26:25.651588,2797.5,50.70553371862075,28,99.9,43.822357432866696,0,2,108.2590159983978
2026-02-08 18:26:30.651588,1219.0,70.12458237371189,35,83.08011873472893,47.302157420815966,0,2,161.51123048444467
2026-02-08 18:26:35.651588,1296.0,66.48466697028779,6,84.55469042588673,53.07238274485154,1,2,141.01430085305805
2026-02-08 18:26:40.651588,3405.0,100.0,32,100.0,95.0,0,2,233.02281612727958
2026-02-08 18:26:45.651588,3333.0,100.0,28,100.0,95.0,0,2,148.93459622633281
2026-02-08 18:26:50.651588,1168.0,67.04720374263098,24,78.00005920765082,46.52130281443493,0,2,150.49634120871787
2026-02-08 18:26:55.651588,1352.0,63.25935427137818,14,85.4158724295436,52.78840110474356,0,2,167.3337241673044
2026-02-08 18:27:00.651588,1163.0,61.21701277573397,43,81.3737914164615,48.260628993218894,2,2,97.01694368891697
2026-02-08 18:27:05.651588,1242.0,59.75366096381641,19,83.94217702085427,48.37244306822173,1,2,179.56757572088253
2026-02-08 18:27:10.651588,1324.0,65.74548210843001,11,86.35577181384207,54.714950312135535,0,2,124.47073718148002
2026-02-08 18:27:15.651588,3660.0,100.0,32,100.0,95.0,0,2,180.8065895355175
2026-02-08 18:27:20.651588,3906.0,100.0,48,100.0,95.0,1,2,211.97092517109118
2026-02-08 18:27:25.651588,3639.0,100.0,19,100.0,95.0,1,2,199.8013388305781
2026-02-08 18:27:30.651588,1221.0,65.43955427455745,24,84.86627154102322,47.28635603097602,2,2,159.65681436033907
2026-02-08 18:27:35.651588,1239.0,62.350193169514014,23,75.99477610124192,46.48752499352286,1,2,127.29573869183199
2026-02-08 18:27:40.651588,1305.0,66.53563154584066,15,86.29028898494742,50.81975970397457,0,2,158.6013108308261
2026-02-08 18:27:45.651588,3897.0,100.0,9,100.0,95.0,0,2,194.3351322019984
2026-02-08 18:27:50.651588,3564.0,100.0,12,100.0,95.0,0,2,194.42369395097782
2026-02-08 18:27:55.651588,1308.0,65.79883787494579,20,91.03886933896821,52.947030790444906,0,2,158.45792382785402
2026-02-08 18:28:00.651588,1314.0,74.01037120761384,20,86.22272746223236,55.847924833543246,0,2,171.22538273998288
2026-02-08 18:28:05.651588,1316.0,60.81758416904703,10,87.49996402784559,50.22137812174199,0,2,137.04958466819951
2026-02-08 18:28:10.651588,3912.0,100.0,36,100.0,95.0,0,2,197.8720848913353
2026-02-08 18:28:15.651588,8805.0,100.0,41,99.9,95.0,0,2,242.1644228179079
2026-02-08 18:28:20.651588,1279.0,66.17076707013145,45,83.9655975356984,55.692186546675316,1,2,155.35488061898204
2026-02-08 18:28:25.651588,1259.0,66.20261224503226,9,82.79391979803935,50.01677115679667,0,2,145.30984440184014
2026-02-08 18:28:30.651588,1352.0,57.19727797192403,19,91.07623775709101,53.096757562929156,1,2,157.12992514079616
2026-02-08 18:28:35.651588,1345.0,56.99219429459201,23,91.74321888582739,51.39520190061876,1,2,123.43318446808121
2026-02-08 18:28:40.651588,1375.0,69.83562761936267,27,91.25529795448152,55.852063736997906,0,2,112.8655737255097
2026-02-08 18:28:45.651588,1255.0,62.79733541675281,33,89.04418091888815,52.06981030932784,1,2,138.5584863125078
2026-02-08 18:28:50.651588,1482.0,76.83005206602887,38,100.0,59.11685820789645,0,2,193.53357455267218
2026-02-08 18:28:55.651588,1397.0,67.70049041307546,24,93.66808032869487,53.728428564779406,0,2,169.75078682466844
2026-02-08 18:29:00.651588,3267.5,63.292723158508466,20,99.9,52.141590838021855,1,2,126.73695287614797
2026-02-08 18:29:05.651588,1157.0,67.32025022545821,16,79.69253668911644,46.61522943521644,0,2,165.86435214969686
2026-02-08 18:29:10.651588,1182.0,55.289413993598714,34,85.23811592901777,48.7686647922017,1,2,162.7571731686347
2026-02-08 18:29:15.651588,1218.0,60.3244507061031,44,75.34721782313711,49.90307028687512,2,2,117.40730366834615
2026-02-08 18:29:20.651588,3534.0,100.0,23,100.0,95.0,0,2,241.3680852216857
2026-02-08 18:29:25.651588,4182.0,100.0,5,100.0,95.0,0,2,198.12906813902953
2026-02-08 18:29:30.651588,3756.0,100.0,24,100.0,95.0,1,2,166.69313256976085
2026-02-08 18:29:35.651588,1155.0,55.350374109262475,6,73.148063773288,48.14772022722772,0,2,111.11305288528695
2026-02-08 18:29:40.651588,1224.0,58.98934612106468,39,82.845152681004,47.68805818936801,0,2,141.22276394042674
2026-02-08 18:29:45.651588,2977.5,58.88857449063584,46,99.9,49.61521819030465,0,2,158.98531363994604
2026-02-08 18:29:50.651588,1297.0,64.0143365264638,37,81.66185488160599,50.00596988151951,0,2,162.4094473889445
2026-02-08 18:29:55.651588,1200.0,65.32360781255657,31,77.15053463976433,48.82727779595344,0,2,122.45420007896671
2026-02-08 18:30:00.651588,1277.0,64.9288377903595,38,84.37387096448529,51.03792826789118,0,2,149.01572536574662
2026-02-08 18:30:05.651588,1185.0,53.813202148612916,31,79.56489675764463,49.78876927388776,1,2,88.22960190847712
2026-02-08 18:30:10.651588,1210.0,61.14873137090104,46,89.66907507257008,49.66439439941744,1,2,179.56102104293453
2026-02-08 18:30:15.651588,1198.0,59.57504835466579,48,74.9313917146419,47.22466353059071,0,2,124.37386395805271
2026-02-08 18:30:20.651588,1401.0,67.02549179556607,29,92.43894384109797,56.54298410396581,0,1,47.43133987154977
2026-02-08 18:30:25.651588,1286.0,66.34589135472393,6,79.74903296075065,48.32304113382725,0,2,166.51763720027827
2026-02-08 18:30:30.651588,1358.0,62.979031813493755,38,79.36424821061163,52.38288797070866,1,2,128.1240637622671
2026-02-08 18:30:35.651588,1190.0,55.63383478211397,7,89.57087552354928,49.12625447541982,1,2,154.77039227172955
2026-02-08 18:30:40.651588,1276.0,59.32329853229307,8,89.59258796084961,48.04925378183428,0,1,42.31989108352562
